"id","doi","eid","pii","pubmed_id","titulo","resumo","descricao","data_publicacao","numero_citacao","idioma","tipo_publicacao","tipo_fonte","palavras_chaves","termos_indice","issn","isbn","conf_loc","conferencia_nome","revista_nome","revista_ender","titulo_ed","publis","affiliacoes","autores","autores_affil","ref_count","references"
"85079656916","10.3390/su12020489","2-s2.0-85079656916","","","Information from Earth Observation for the management of sustainable land use and land cover in Brazil: An analysis of user needs","","","2020-01-01","0","","Journal","j","","","20711050","","","","Sustainability (Switzerland)","","","MDPI AGPostfachBaselCH-4005indexing@mdpi.com","({'id': None, 'affiliacao': 'University of Surrey', 'pais': 'United Kingdom'}, {'id': None, 'affiliacao': 'University of Reading', 'pais': 'United Kingdom'})","","","",""
"85083102181","10.11137/2020_1_228_238","2-s2.0-85083102181","","","Dynamics of above-ground biomass in the brazilian amazon using lidar data Dinâmica da biomassa acima do solo na amazônia brasileira usando dados lidar","","","2020-01-01","0","","Journal","j","","","19823908 01019759","","","","Anuario do Instituto de Geociencias","","","Universidade Federal do Rio de Janeiroismar@geologia.ufrj.br","({'id': None, 'affiliacao': 'University of Maryland', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Universidade Federal do Parana', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'NASA Goddard Space Flight Center', 'pais': 'United States'})","","","",""
"85075486066","10.1016/j.landusepol.2019.104321","2-s2.0-85075486066","S0264837718309293","","Long-term assessment of oil palm expansion and landscape change in the eastern Brazilian Amazon","","","2020-01-01","6","","Journal","j","","","02648377","","","","Land Use Policy","","","Elsevier Ltd","({'id': None, 'affiliacao': 'Museu Paraense Emilio Goeldi', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade de Sao Paulo - USP', 'pais': 'Brazil'})","","","",""
"85083063653","10.11137/2020_1_171_180","2-s2.0-85083063653","","","Delimitation of permanent preservation areas on different espacial resolution Delimitação de áreas de preservação permanente em diferentes resoluções espaciais","","","2020-01-01","0","","Journal","j","","","19823908 01019759","","","","Anuario do Instituto de Geociencias","","","Universidade Federal do Rio de Janeiroismar@geologia.ufrj.br","({'id': None, 'affiliacao': 'Ciência e Tecnologia do Norte de Minas Gerais', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Faculdades Santo Agostinho', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Instituto Federal de Brasília', 'pais': 'Brazil'})","","","",""
"85076490407","10.1007/s10661-019-7955-5","2-s2.0-85076490407","","31844993","Estimating potential soil sheet Erosion in a Brazilian semiarid county using USLE, GIS, and remote sensing data","","","2020-01-01","2","","Journal","j","","","15732959 01676369","","","","Environmental Monitoring and Assessment","","","Springer","({'id': None, 'affiliacao': 'Universidade Federal Rural de Pernambuco', 'pais': 'Brazil'},)","","","",""
"85089411938","10.1109/JSTARS.2020.2994893","2-s2.0-85089411938","","","Discriminating Land Use and Land Cover Classes in Brazil Based on the Annual PROBA-V 100 m Time Series","","","2020-01-01","1","","Journal","j","","","21511535 19391404","","","","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","","","Institute of Electrical and Electronics Engineers","({'id': None, 'affiliacao': 'Instituto Nacional de Pesquisas Espaciais', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Empresa Brasileira de Pesquisa Agropecuária - Embrapa', 'pais': 'Brazil'})","","","",""
"85084766463","10.5039/AGRARIA.V15I1A6971","2-s2.0-85084766463","","","Landscape dynamics and its impacts in the Atlantic Forest area of Southeastern Brazil Dinâmica da paisagem e seus impactos na Floresta Atlântica no Sudeste do Brasil","","","2020-01-01","0","","Journal","j","","","19810997 19811160","","","","Revista Brasileirade Ciencias Agrarias","","","Universidade Federal Rural de Pernambucoeditorgeral@agraria.pro.br","({'id': None, 'affiliacao': 'Universidade Federal Rural do Rio de Janeiro', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal Rural de Pernambuco', 'pais': 'Brazil'})","","","",""
"85085508884","10.1007/s11676-020-01145-3","2-s2.0-85085508884","","","Temporal and phenological profiles of open and dense Caatinga using remote sensing: response to precipitation and its irregularities","","","2020-01-01","0","","Journal","j","","","19930607 1007662X","","","","Journal of Forestry Research","","","Northeast Forestry University","({'id': None, 'affiliacao': 'Universidade Federal de Pernambuco', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Instituto Nacional de Pesquisas Espaciais', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal do Rio Grande do Sul', 'pais': 'Brazil'})","","","",""
"85092217779","10.1007/s10668-020-00969-7","2-s2.0-85092217779","","","Rio Doce State Park buffer zone: forest fragmentation and land use dynamics","","","2020-01-01","1","","Journal","j","","","15732975 1387585X","","","","Environment, Development and Sustainability","","","Springer Science and Business Media B.V.editorial@springerplus.com","({'id': None, 'affiliacao': 'Universidade Federal de Minas Gerais', 'pais': 'Brazil'},)","","","",""
"85076216238","10.1016/j.compag.2019.105089","2-s2.0-85076216238","S016816991930064X","","Artificial neural networks on integrated multispectral and SAR data for high-performance prediction of eucalyptus biomass","","","2020-01-01","2","","Journal","j","","","01681699","","","","Computers and Electronics in Agriculture","","","Elsevier B.V.","({'id': None, 'affiliacao': 'Universidade Federal de Vicosa', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Federal University of Espirito Santo', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal Rural do Rio de Janeiro', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Estadual de Mato Grosso do Sul', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'INMA', 'pais': 'Brazil'})","","","",""
